,Желаемая вакансия,Желаемая зарплата,Пол,Возраст,Местонахождения,Общий стаж,Работодатели,Ключевые навыки,Образование,Знание языков
734,"Региональный,Территориальный менеджер по продажам ЦФО",70 000 руб.,Мужчина,41 год,ТВЕРЬ,Опыт работы 17 лет,"['ООО СТАТУС-ГРУПП(АЛКОГОЛЬНАЯ ПРОДУКЦИЯ)', 'ООО ВОСТОЧНО ЕВРОПЕЙСКАЯ ДИСТРИБЬЮТОРСКАЯ КОМПАНИЯ(АЛКОГОЛЬНАЯ ПРОДУКЦИЯ)', 'ООО РУССКИЙ АЛКОГОЛЬ', 'OOO ХЕЙНИКЕН КОММЕРЧЕСКИЙ СЕРВИС', 'ООО ТАНДЕМ-ВОЛГА(ЭКСКЛЮЗИВНЫЙ ДИСТРИБЬЮТОР PROCTER&GEMBLE)', 'ООО ФОРМУЛА ДОСТАВКИ (ГК МЕГАПОЛИС,  ДИСТРИБЬЮТОР PHILIP MORRIS)', 'ООО ФОРМУЛА ДОСТАВКИ (ГК МЕГАПОЛИС,  ДИСТРИБЬЮТОР PHILIP MORRIS)', 'ФОРМУЛА ДОСТАВКИ (ГК МЕГАПОЛИС,  ДИСТРИБЬЮТОР PHILIP MORRIS)']","['РАБОТА В КОМАНДЕ,', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'ПОДБОР ПЕРСОНАЛА', 'ОБУЧЕНИЕ И РАЗВИТИЕ', 'МОТИВАЦИЯ ПЕРСОНАЛА', 'РАЗВИТИЕ ПРОДАЖ', 'ТРЕНИНГИ']","['ТВЕРСКОЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, ТВЕРЬ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
735,Менеджер по продажам,50 000 руб.,Мужчина,30 лет,ПЕРМЬ,Опыт работы 11 лет,"['ИП (СВОЙ МАГАЗИН)', 'ОАО МРСК УРАЛА (МРСК ПЕРМЬ)', 'ООО ""ЦИФРОГРАД"" (НАСТ. ВРЕМЯ ""СВЯЗНОЙ"")', 'ООО ""ЗАПАДУРАЛСНАБ""']","['ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'ПРЯМЫЕ ПРОДАЖИ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'КОНСУЛЬТАТИВНЫЕ ПРОДАЖИ', 'АНАЛИЗ ПРОДАЖ', 'ЗНАНИЕ ТЕХНИКИ ПРОДАЖ', 'ОЦЕНКА ПОТРЕБНОСТЕЙ КЛИЕНТОВ', 'УЧЕТ ТОВАРОВ', 'B2C ПРОДАЖИ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'СОПРОВОЖДЕНИЕ КЛИЕНТОВ', 'ДОКУМЕНТООБОРОТ', 'ПРОДВИЖЕНИЕ ОБЪЕКТА', 'ОТЧЕТНОСТЬ', 'B2B ПРОДАЖИ', 'СТАТИСТИКА', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'CRM БИТРИКС 24', '1С: ТОРГОВЛЯ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ТОРГОВЛЯ']",['ПСГК'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
736,Менеджер по продажам,35 000 руб.,Женщина,26 лет,ЖУКОВСКИЙ,Опыт работы 7 лет 4 месяца,"['CLEVER', 'ВЕЛЛ, СЕТЬ ТУРАГЕНТСТВ ПЛЯЖНОГО ОТДЫХА', 'ВИММ-БИЛЛЬ-ДАНН', 'ЭЛЬДОРАДО (РОССИЯ)', 'IN-TYR', 'СВЯЗНОЙ']","['УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'РАБОТА В КОМАНДЕ', 'РАБОТА С ОРГТЕХНИКОЙ', 'НАВЫКИ ПРОДАЖ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'КОНСУЛЬТИРОВАНИЕ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ ПО ТЕЛЕФОНУ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'НАВЫКИ ПРЕЗЕНТАЦИИ', 'ОБУЧЕНИЕ ПЕРСОНАЛА', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'МЕРЧЕНДАЙЗИНГ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ']","['МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ КУЛЬТУРЫ И ИСКУССТВ, ХИМКИ', 'ЖУКОВСКИЙ АВИАЦИОННЫЙ ТЕХНИКУМ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
737,менеджер по продажам,50 000 руб.,Женщина,24 года,НИЖНИЙ НОВГОРОД,Опыт работы 6 лет 5 месяцев,"['ООО ПОБЕДА', 'ООО НОВЫЙ ЗАВЕТ', 'ООО ВРУБЕЛЬ СТАЙЛ', 'ООО ЛЕКС']",['НАВЫКИ ПРОДАЖ'],"['НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.И. ЛОБАЧЕВСКОГО (НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ), НИЖНИЙ НОВГОРОД', 'НМК РОСЗДРАВА']",['РУССКИЙ']
738,"Менеджер по продаже и закупке оборудования, строительной техники и запасных частей.",80 000 руб.,Мужчина,34 года,САНКТ-ПЕТЕРБУРГ,Опыт работы 14 лет 8 месяцев,"['ООО ""ТРАКТОРОДЕТАЛЬ ГРУПП""', 'XCMG РУС, ГНБ СЕРВИC', '""TTM ЦЕНТР""', '""UMC PLUS""', '""SRT TRAIDING""', 'ЗАВОД ""АЛТЫН""']","['ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ BC', 'РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'СКЛАДСКОЙ УЧЕТ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'АКТИВНЫЕ ПРОДАЖИ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'ПРЯМЫЕ ПРОДАЖИ', 'ОБУЧЕНИЕ ПЕРСОНАЛА', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'ЗАКУПКИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'КОНТРОЛЬ ОТГРУЗОК', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'МАТЕРИАЛЬНО-ТЕХНИЧЕСКОЕ ОБЕСПЕЧЕНИЕ']","['ФИНАНСОВО-ЭКОНОМИЧЕСКАЯ АКАДЕМИЯ', 'ЛИЦЕЙ №74', 'КОМПАНИЯ ""SRTTRAIDING""', 'КОМПАНИЯ ""SRTTRAIDING""']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
739,Менеджер по продажам,65 000 руб.,Мужчина,33 года,МОСКВА,Опыт работы 10 лет 1 месяц,"['ООО ""МАКСИБУКИНГ""', 'ООО ""ЛЮКСДОМ""', 'ООО ""АРТЕЛЬХОТЕЛ""', 'ООО ""ВЫГОДНЫЙ ЖУРНАЛ""', 'ООО ""ИНСТИТУТ ИННОВАЦИОННЫХ БИОТЕХНОЛОГИЙ""', 'ООО ""ГАРДИАН""', 'ООО «ГИЛБЕРТ»', 'ООО ""ГРАНД МЕДИА""']","['ДЕЛОВАЯ ПЕРЕПИСКА', 'ПРОВЕДЕНИЕ ПЕРЕГОВОРОВ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'ЭКСТРЕМАЛЬНОЕ ВОЖДЕНИЕ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'АДМИНИСТРАТИВНОЕ УПРАВЛЕНИЕ', 'РУКОВОДСТВО КОЛЛЕКТИВОМ', 'ГРАМОТНАЯ РЕЧЬ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'КОНТРОЛЬ ИСПОЛНЕНИЯ РЕШЕНИЙ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'MAC OS', 'THE BAT', 'УРЕГУЛИРОВАНИЕ КОНФЛИКТОВ', 'AMOCRM', 'АДМИНИСТРИРОВАНИЕ ПРИЕМА, ПЕРЕВОДА И УВОЛЬНЕНИЯ СОТРУДНИКОВ', 'СТРЕССОУСТОЙЧИВОСТЬ', 'ТЕЛЕФОННЫЕ ПРОДАЖИ', 'МУЗЫКАЛЬНАЯ ЖУРНАЛИСТИКА', 'РЕМОНТ ПК']","['МОСКОВСКИЙ АВИАЦИОННЫЙ ИНСТИТУТ (НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ), МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'ИСПАНСКИЙ']"
740,"Продавец-консультант, менеджер",25 000 руб.,Женщина,38 лет,КОЛЬЧУГИНО,Опыт работы 6 лет 4 месяца,"['ИП БОБРОВ ДВ', 'ИП КАРПЕЕВ АА', 'МАГАЗИН ЭЛЕКС']","['УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'РАБОТА С ОРГТЕХНИКОЙ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ПРЯМЫЕ ПРОДАЖИ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ГРАМОТНАЯ РЕЧЬ', 'НАВЫКИ РАБОТЫ С ВОЗРАЖЕНИЯМИ', 'НАВЫКИ ТЕЛЕФОННЫХ ПРОДАЖ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'НАВЫКИ ПРОДАЖ']","['МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОТКРЫТЫЙ УНИВЕРСИТЕТ ИМ. В.С. ЧЕРНОМЫРДИНА, МОСКВА']",['РУССКИЙ']
741,Менеджер по продажам и управлению проектами,70 000 руб.,Мужчина,30 лет,САНКТ-ПЕТЕРБУРГ,Опыт работы 5 лет 9 месяцев,"['ООО ""ЮПИТЕР""', 'ИНДИВИДУАЛЬНОЕ ПРЕДПРИНИМАТЕЛЬСТВО / ЧАСТНАЯ ПРАКТИКА / ФРИЛАНС', 'ООО ""ТЕХТРЕЙД""', 'ООО ТЕХНОСТАЙЕР ГРУПП', 'LIFE PR', 'ООО ""ТЛК РОССО""', 'ГРУППА КОМПАНИЙ «КРАСОТА СПАСЕТ МИР» (""КРАСОТА СМ"")']","['БЫСТРАЯ ОБУЧАЕМОСТЬ  ДЕЛОВОЙ СТИЛЬ ОБЩЕНИЯ  ЗНАНИЕ АНГЛИЙСКОГО ЯЗЫКА  КОММУНИКАБЕЛЬНОСТЬ  ЛИДЕРСТВО', 'ОТВЕТСТВЕННОСТЬ  ПРИМЕНЕНИЕ НОВЫХ ЗНАНИЙ НА ПРАКТИКЕ', 'ОБЕСПЕЧЕНИЯ  РУКОВОДСТВО КОМАНДОЙ  СИСТЕМНОЕ МЫШЛЕНИЕ  УПРАВЛЕНИЕ ПРОЕКТАМИ  ХАРИЗМАТИЧНОСТЬ  ПРОДАЖ']","['НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТОМСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, ТОМСК', 'НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТОМСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, ТОМСК']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
742,"Водитель-экспедитор, менеджер по персоналу, спортивная аналитика, менеджер по продажам",35 000 руб.,Мужчина,33 года,ЯРОСЛАВЛЬ,Опыт работы 10 лет 10 месяцев,"['«ПРОМЕТЕЙ»', 'ООО ""АВЕРИ""', 'ОАО «ЛАНИКС»', 'ОАО «ГИПРОДОРНИИ» (ОАО «ЦСГ»)', 'КЛУБ “FABRIQUE”']",,"['ИНСТИТУТ ИНОСТРАННЫХ ЯЗЫКОВ И МЕЖДУНАРОДНЫХ СВЯЗЕЙ, МОСКВА', '«ФОТОГРАФИЯ КАК ИСКУССТВО""', '«МЕЖДУНАРОДНЫЕ ОТНОШЕНИЯ""']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'ИСПАНСКИЙ', 'НЕМЕЦКИЙ']"
743,Менеджер по продажам/торговый представитель,70 000 руб.,Мужчина,24 года,МОСКВА,Опыт работы 5 месяцев,['СБЕРБАНК'],,"['ОРЕНБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ОРЕНБУРГ']",['РУССКИЙ']
744,Менеджер по продажам/по оптовым продажам/по работе с клиентами,50 000 руб.,Мужчина,29 лет,МОСКВА,Опыт работы 10 лет 7 месяцев,"['БЕРИНГ ИНДАСТРИ(ЕВРО БЕРИНГ)', 'ООО ЭЛКОМ(ОПТОВЫЕ ПРОДАЖИ БЫТОВОЙ ТЕХНИКИ).', 'ОАО МТЗ ТРАНСМАШ(ПРОИЗВОДСТВО ТОРМОЗНЫХ СИСТЕМ ДЛЯ ПОЕЗДОВ).', 'ООО «ТЕХНИЧЕСКИЕ СИСТЕМЫ И ТЕХНОЛОГИИ»(ПРОИЗВОДСТВО И ПРОДАЖА КЛИМАТИЧЕСКОЙ ТЕХНИКИ).', 'ЗАО ""АЛЬЯНС-ТРЭВЕЛ""(АГЕНТСТВО ПО ПРОДАЖЕ ПАССАЖИРСКИХ ПЕРЕВОЗОК И ТУРИСТИЧЕСКИХ УСЛУГ).', 'ООО ""АНАБЕЛЬ""(ТУРИСТИЧЕСКОЕ АГЕНТСТВО).']",,"['РОССИЙСКАЯ МЕЖДУНАРОДНАЯ АКАДЕМИЯ ТУРИЗМА, МОСКВА', 'ОСНОВЫ ТУРИСТСКО-ЭКСКУРСИОННОЙ ДЕЯТЕЛЬНОСТИ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
745,"Менеджер по продажам,торговый представитель ",65 000 руб.,Мужчина,29 лет,ТЮМЕНЬ,Опыт работы 5 лет 8 месяцев,"['МЕТТРАНСТЕРМИНАЛ', 'ООО ПТК АЛЬЯНС', 'МОБИЛЬНЫЕ ТЕЛЕСИСТЕМЫ (МТС)']","['1С: РОЗНИЦА', 'MS EXCEL', 'MS WORD', 'ХОЛОДНЫЕ ЗВОНКИ']","['ТЮМЕНСКИЙ ГОСУДАРСТВЕННЫЙ НЕФТЕГАЗОВЫЙ УНИВЕРСИТЕТ, ТЮМЕНЬ', 'СЛЕСАРЬ КИПИА', '""ПОСТРОЕНИЕ СИСТЕМЫ ЭФФЕКТИВНЫХ ПРОДАЖ""', 'ПСИХОЛОГИЯ ПРОДАЖ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
746,менеджер по продажам,40 000 руб.,Мужчина,44 года,МОСКВА,Опыт работы 12 лет 7 месяцев,"['ООО""ИДЕАЛ ЦЕНТР""', '""ЭКСПРЕСС ПОЧТА""', '""ДЕЛОВОЙ МИР""']",,"['МГИМ', 'КОЛЛЕДЖ ИМ ПАВЛОВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'НЕМЕЦКИЙ']"
747,Менеджер по продажам мебели. Дизайнер-консультант.,50 000 руб.,Женщина,47 лет,МОСКВА,Опыт работы 16 лет 4 месяца,"['ИП ХАВАНЦЕВ А.С.', 'ООО ""КУЛИК КОМПАНИ""', 'МОДК ""ЕВРОПА""', 'ООО"" МЯГКАЯ ЖИЗНЬ""', 'ТК"" ШАТУРА""', 'ООО"" ПАРК МЕБЕЛИ""', 'ООО ""ВИТА""', 'ПБОЮЛ КИСЕЛЁВ А.В. АН "" КОНТРАСТ""']","['ЗНАНИЕ АССОРТИМЕНТА МНОГИХ МЕБЕЛЬНЫХ И МАТРАСНЫХ ФАБРИК. УВЕРЕННЫЙ ПОЛЬЗОВАТЕЛЬ ПК.', 'УМЕНИЕ РАСПОЛОЖИТЬ К СЕБЕ ПОКУПАТЕЛЯ. КОММУНИКАБЕЛЬНОСТЬ.', 'ПЕДАНТИЧНОСТЬ. БЫСТРАЯ ОБУЧАЕМОСТЬ. ТРУДОЛЮБИЕ.', 'ГРАМОТНАЯ РЕЧЬ', 'ДИЗАЙН ИНТЕРЬЕРА', 'РАБОТА В КОМАНДЕ', 'РАБОТА С КАССОЙ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'АКТИВНЫЕ ПРОДАЖИ', 'ОБУЧЕНИЕ ПЕРСОНАЛА', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТАЛА СО СЛЕДУЮЩИМИ МЕБЕЛЬНЫМИ ФАБРИКАМИ-АСТРОН, АРТИС 21 ВЕК, МЕБЕЛЬ-МОСКВА, ШАТУРА.', 'НОВА, СВОБОДА, ЭТАЛОН, ФИЛИППЕ ГРАНДИ, ЭЛЬБА-МЕБЕЛЬ, ДЯТЬКОВО, СЕВЗАПМЕБЕЛЬ(ДОМИНАТ).', 'ПРОГРЕСС(РОСТОВ НА ДОНУ), МЕБЕЛИОНИКА, ДОМОТЕКА, ДИСЕМОБИЛ(ИСПАНИЯ), ДОЛЬЧЕ ВИТА, ДАНА.', 'КАСКАД, ЛОТУС, ИНЛАЙН, СКАНД-МЕБЕЛЬ, АМАДЕЙ, АЛЬЯНС М.', 'МАГНИФЛЕКС, АСКОНА, ПРИМАВЕРА, МЕДЖИК ДРИМ, НЕОЛЮКС.', 'CAMELGROUP (ИТАЛИЯ)', 'STATUS (ИТАЛИЯ).', 'ЗНАНИЕ ИТАЛЬЯНСКИХ И ИСПАНСКИХ МЕБЕЛЬНЫХ ФАБРИК.', 'РОЗНИЧНАЯ ТОРГОВЛЯ', 'ПИНСКДРЕВ', 'ПИНСКДРЕВ МЕБЕЛЬ']","['КОСТРОМСКОЙ ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ', 'ОСНОВЫ РАБОТЫ НА ПВЭМ IBM PK/AT OS WINDOWS 9X И ЕГО ПРИЛОЖЕНИЯ', 'КУРСЫ ОБЯЗАТЕЛЬНОЙ СПЕЦИАЛЬНОЙ ПОДГОТОВКИ ЛИЦ, ЗАНЯТЫХ В ТОРГОВОМ ОБСЛУЖИВАНИИ НАСЕЛЕНИЯ.', 'ТЕСТ НА ПРОФПРИГОДНОСТЬ ПО МЕТОДИКЕ БАССА-ДАРКИ']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'ФРАНЦУЗСКИЙ']"
748,"Торговый представитель, продавец, менеджер по продажам.",35 000 руб.,Мужчина,34 года,ПСКОВ,Опыт работы 12 лет 1 месяц,"['ООО ""ЦЕНТР КОММЕРЧЕСКОЙ НЕДВИЖИМОСТИ"" (МАГАЗИН ""МИР УЮТА"")', 'ИП ФЕДОРОВА.О.Н', 'ИП ИВАНОВ.Д.К', 'ООО ""ЭЛЬДОРАДО""', '""САЛОН СВЕТА НА БЕЛИНСКОГО""']","['ЗНАНИЕ 1С ПРЕДПРИЯТИЕ 7.1, 8.1 (""УПРАВЛЕНИЕ НЕБОЛЬШОЙ ФИРМОЙ"")', 'ПРОГРАММА ""МИНИРЫНОК"" (УПРОЩЕННАЯ 1С)', 'ПРОГРАММА ""ТЕЛЕТРЕЙД"" (УПРОЩЕННАЯ 1С)', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B']","['ПСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ПСКОВ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
749,Менеджер по работе с клиентами,28 000 руб.,Женщина,25 лет,КЕМЕРОВО,Опыт работы 2 года 10 месяцев,"['ООО АЛЬФА ГРУПП', 'ООО ХАРМОНИ']","['МАТЕРИАЛЬНАЯ ОТВЕТСТВЕННОСТЬ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'НАВЫКИ ПРОДАЖ', 'ГРАМОТНАЯ РЕЧЬ', 'РАБОТА В КОМАНДЕ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'ПОИСК ИНФОРМАЦИИ В ИНТЕРНЕТ', 'КОНТРОЛЬ ОТГРУЗКИ И ДОСТАВКИ ТОВАРА', 'РАБОТА С КЛИЕНТАМИ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'АКТИВНЫЕ ПРОДАЖИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'РАБОТА С ЖАЛОБАМИ КЛИЕНТОВ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'ОФОРМЛЕНИЕ ЗАКАЗОВ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'БАРМЕН', 'БАРИСТА', 'ИНВЕНТАРИЗАЦИЯ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ']","['РОССИЙСКИЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Г.В. ПЛЕХАНОВА, МОСКВА']",['РУССКИЙ']
750,Менеджер по продажам,50 000 руб.,Мужчина,41 год,МОСКВА,Опыт работы 20 лет 5 месяцев,"['ООО ИНТЕРЬЕРНОЕ РЕШЕНИЕ', 'ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ БОГУНОВ Д.Г.', 'ООО ФАЗАЛИТ', 'СООО РОСБЕЛПАК', 'ЗАО СЛАВЯНСКАЯ ТЕХНОЛОГИЯ', 'ООО ""АГАЕВ ЭЛЕКТРИК""', 'ЧУП ""ЕВРОТЕХСНАБ""', 'ЗАО ИМПРОМАВАЛЬ', 'ООО НЕФТЯНОЙ ТОРГОВЫЙ ДОМ', 'ГФ АКБ ""БЕЛКООПБАНК""']","['ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПРЯМЫЕ ПРОДАЖИ', 'УПРАВЛЕНИЕ ПРОИЗВОДСТВЕННЫМ ПЕРСОНАЛОМ', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'РАБОТА С ТМЦ', 'СНАБЖЕНИЕ', 'МОБИЛЬНОСТЬ', 'УПРАВЛЕНИЕ ЦЕПОЧКОЙ ПОСТАВОК']",['МЕЖДУНАРОДНЫЙ ИНСТИТУТ ТРУДОВЫХ И СОЦИАЛЬНЫХ ОТНОШЕНИЙ'],['РУССКИЙ']
751,"Администратор, менеджер по продажам",25 000 руб.,Женщина,27 лет,БЕЛГОРОД,Опыт работы 5 лет 5 месяцев,"['ФИТНЕС КЛУБ СПОРТЛЭНД', 'ООО ""МЕГАТОП ГРУПП""', 'ИП КЛИМОВА', 'ФИРМЕННЫЙ МАГАЗИН РОЗНИЧНОЙ ТОРГОВЛИ']","['РОЗНИЧНАЯ ТОРГОВЛЯ', 'АКТИВНЫЕ ПРОДАЖИ', 'КОНСУЛЬТИРОВАНИЕ', 'УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'ПОЛЬЗОВАТЕЛЬ ПК', '1С: ТОРГОВЛЯ', 'ОБСЛУЖИВАНИЕ ПОКУПАТЕЛЕЙ', 'INTERNET', 'ПРИЕМ И РАСПРЕДЕЛЕНИЕ ТЕЛЕФОННЫХ ЗВОНКОВ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ']","['БЕЛГОРОДСКИЙ УНИВЕРСИТЕТ КООПЕРАЦИИ, ЭКОНОМИКИ И ПРАВА, БЕЛГОРОД']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
752,Менеджер по продажам,100 000 руб.,Женщина,37 лет,САНКТ-ПЕТЕРБУРГ,Опыт работы 8 лет 7 месяцев,['ООО СОУЛУ'],"['ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'ПРОВЕДЕНИЕ ПЕРЕГОВОРОВ', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ПРОДАЖИ КОРПОРАТИВНЫМ КЛИЕНТАМ', 'УПРАВЛЕНИЕ ПРОЕКТАМИ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'АКТИВНЫЕ ПРОДАЖИ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ', 'ПРЯМЫЕ ПРОДАЖИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'РАБОТА В КОМАНДЕ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'ПРОВЕДЕНИЕ ПРЕЗЕНТАЦИЙ', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'СОГЛАСОВАНИЕ ДОГОВОРОВ', '1С: ПРЕДПРИЯТИЕ 8', 'РАЗВИТИЕ ПРОДАЖ', 'ОРГАНИЗАЦИЯ МЕРОПРИЯТИЙ', 'РУКОВОДСТВО КОЛЛЕКТИВОМ', 'НАВЫКИ ПРОДАЖ', 'ДЕЛОВАЯ КОММУНИКАЦИЯ', 'ГРАМОТНАЯ РЕЧЬ', 'НАВЫКИ ПРЕЗЕНТАЦИИ', 'В2В']","['НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ, НОВОСИБИРСК']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
753,Менеджер по продажам ювелирных изделий,30 000 руб.,Женщина,40 лет,КАЛИНИНГРАД,Опыт работы 10 лет 11 месяцев,"['ДЕТСКАЯ ОДЕЖДА ОПТОМ ИЗ ЕВРОПЫ(САМОЗАНЯТОСТЬ)', 'ТОО ЛОМБАРД МИХ', 'ТОО ЛОМБАРД МИХ', 'ТОО ЛОМБАРД МИХ', 'ТОО ЛОМБАРД МИХ', 'ТОО ЛОМБАРД МИХ', 'ТОО ЦЕНТРПРАЙС']",,['КОЛЛЕДЖ КАРАГАНДИНСКОГО ФИНАНСОВОГО ИНСТИТУТА'],['РУССКИЙ']
